crmid;firstname;lastname;email;brand;birthdate;folder;segment;acquisition_date;country;gender;language;owns_machine
CRM0000010411;Laura;Correia;laurasilvacorreia9299@emailsim.io;coffeeworks;10/05/1993;nmsRootRecipient;one_time;2025-07-23;UK;M;en;True
CRM0000010412;Taylor;Black;taylorblack9300@emailsim.io;coffeeworks;06/11/1943;nmsRootRecipient;occasional;2024-02-19;US;M;en;True
CRM0000010413;Mitchell;Seekamp;mitchellseekamp9301@emailsim.io;coffeeworks;11/01/1943;nmsRootRecipient;one_time;2024-09-01;FR;M;fr;False
CRM0000010414;Yvonne;Gloeckner;yvonnegloeckner9302@emailsim.io;coffeeworks;11/05/1940;nmsRootRecipient;active_medium;2025-03-11;US;M;en;False
CRM0000010415;Keira;McMaster;keiramcmaster9303@emailsim.io;coffeeworks;01/07/1956;nmsRootRecipient;active_medium;2023-12-25;US;M;en;True
CRM0000010416;AimÈe;Denis;aimeedenis9304@emailsim.io;coffeeworks;08/02/1964;nmsRootRecipient;occasional;2024-04-29;UK;F;en;False
CRM0000010417;Tiago;Alves;tiagoazevedoalves9305@emailsim.io;coffeeworks;11/02/1987;nmsRootRecipient;active_high;2024-05-25;DE;F;de;True
CRM0000010418;Mathias;Konig;mathiaskonig9306@emailsim.io;coffeeworks;09/01/1957;nmsRootRecipient;active_high;2024-01-03;DE;Other;de;True
CRM0000010419;Annette;Louineaux;annettelouineaux9307@emailsim.io;coffeeworks;01/08/1970;nmsRootRecipient;occasional;2025-09-07;DE;F;de;False
CRM0000010420;Sanja;Hansson;sanjahansson9308@emailsim.io;coffeeworks;03/09/1950;nmsRootRecipient;prospect;2026-01-02;UK;F;en;False
CRM0000010421;Taylor;Parkin;taylorparkin9309@emailsim.io;coffeeworks;04/01/1994;nmsRootRecipient;one_time;2025-06-03;US;F;en;False
CRM0000010422;Ulrich;Eiffel;ulricheiffel9310@emailsim.io;coffeeworks;06/05/1978;nmsRootRecipient;active_high;2025-07-26;US;F;en;True
CRM0000010423;Elsa;Nyman;elsanyman9311@emailsim.io;coffeeworks;05/03/1931;nmsRootRecipient;lapsed;2024-01-29;FR;F;fr;True
CRM0000010424;Otávio;Cavalcanti;otaviocarvalhocavalcanti9312@yopmail.com;coffeeworks;05/05/1994;nmsRootRecipient;one_time;2024-01-11;US;M;en;True
CRM0000010425;Mandy;Barth;mandybarth9313@emailsim.io;coffeeworks;06/06/1955;nmsRootRecipient;one_time;2023-07-15;US;F;en;True
CRM0000010426;Sami;Jonsson;samijonsson9314@yopmail.com;coffeeworks;12/06/1952;nmsRootRecipient;lapsed;2024-02-07;US;M;en;True
CRM0000010427;GrÈgoire;MÈthot;gregoiremethot9315@emailsim.io;coffeeworks;01/10/1948;nmsRootRecipient;occasional;2025-02-13;UK;F;en;True
CRM0000010428;Alfie;Morton;alfiemorton9316@yopmail.com;coffeeworks;05/11/1930;nmsRootRecipient;active_medium;2023-03-31;US;F;en;False
CRM0000010429;Paige;Hall;paigehall9317@emailsim.io;coffeeworks;10/01/1992;nmsRootRecipient;occasional;2023-11-01;US;F;en;True
CRM0000010430;Gabriele;Drescher;gabrieledrescher9318@emailsim.io;coffeeworks;03/10/1989;nmsRootRecipient;occasional;2025-08-23;UK;F;en;True
CRM0000010431;Rafael;Rodrigues;rafaelsouzarodrigues9319@yopmail.com;coffeeworks;03/02/1966;nmsRootRecipient;occasional;2025-08-08;US;F;en;False
CRM0000010432;Tânia;Cardoso;taniaoliveiracardoso9320@emailsim.io;coffeeworks;12/07/1945;nmsRootRecipient;occasional;2023-08-09;UK;M;en;True
CRM0000010433;Freya;Booth;freyabooth9321@emailsim.io;coffeeworks;01/05/1970;nmsRootRecipient;prospect;2025-11-19;FR;M;fr;False
CRM0000010434;Bea;Moertensson;beamartensson9322@emailsim.io;coffeeworks;10/04/1987;nmsRootRecipient;prospect;2026-01-03;US;M;en;False
CRM0000010435;Enzo;Gomes;enzofernandesgomes9323@emailsim.io;coffeeworks;08/01/1995;nmsRootRecipient;lapsed;2023-10-26;FR;F;fr;True
CRM0000010436;Deborah;Friedman;deborahrfriedman9324@emailsim.io;coffeeworks;02/07/1940;nmsRootRecipient;lapsed;2023-03-10;US;M;en;True
CRM0000010437;Isabela;Dias;isabelasantosdias9325@emailsim.io;coffeeworks;02/02/1932;nmsRootRecipient;prospect;2026-01-12;UK;F;en;False
CRM0000010438;Ava;Russell;avarussell9326@emailsim.io;coffeeworks;01/10/1995;nmsRootRecipient;active_high;2024-03-20;UK;M;en;True
CRM0000010439;Louis;Herbert;louisherbert9327@emailsim.io;coffeeworks;05/07/1980;nmsRootRecipient;active_medium;2025-10-07;DE;F;de;True
CRM0000010440;Melissa;Holloway;melissaholloway9328@emailsim.io;coffeeworks;01/02/1942;nmsRootRecipient;occasional;2024-04-25;UK;M;en;True
CRM0000010441;Juergen;Werner;jurgenwerner9329@emailsim.io;coffeeworks;08/03/1955;nmsRootRecipient;lapsed;2023-05-05;US;M;en;True
CRM0000010442;Mateus;Ferreira;mateussouzaferreira9330@emailsim.io;coffeeworks;11/07/1936;nmsRootRecipient;occasional;2024-03-12;UK;M;en;True
CRM0000010443;Ronald;Lemen;ronaldblemen9331@emailsim.io;coffeeworks;07/03/1981;nmsRootRecipient;one_time;2023-06-06;US;F;en;True
CRM0000010444;Tyler;Pratt;tylerpratt9332@emailsim.io;coffeeworks;02/02/1970;nmsRootRecipient;active_high;2023-08-04;UK;M;en;True
CRM0000010445;Connor;Chelmsford;connorchelmsford9333@yopmail.com;coffeeworks;10/10/1951;nmsRootRecipient;active_medium;2025-10-30;US;F;en;True
CRM0000010446;Eduardo;Correia;eduardoalvescorreia9334@emailsim.io;coffeeworks;04/08/1986;nmsRootRecipient;one_time;2024-10-29;UK;M;en;False
CRM0000010447;Rafael;Ribeiro;rafaelbarrosribeiro9335@emailsim.io;coffeeworks;11/04/1987;nmsRootRecipient;active_medium;2025-04-19;US;F;en;True
CRM0000010448;Larissa;Ribeiro;larissaoliveiraribeiro9336@emailsim.io;coffeeworks;10/05/1978;nmsRootRecipient;occasional;2024-06-04;FR;F;fr;True
CRM0000010449;Isabelle;Robin;isabellerobin9337@yopmail.com;coffeeworks;05/05/1988;nmsRootRecipient;active_medium;2023-12-04;UK;F;en;True
CRM0000010450;Cornelis;Bergqvist;cornelisbergqvist9338@emailsim.io;coffeeworks;06/05/1961;nmsRootRecipient;active_medium;2024-06-01;US;M;en;True
CRM0000010451;Andreas;Baum;andreasbaum9339@emailsim.io;coffeeworks;10/07/1944;nmsRootRecipient;one_time;2024-02-29;DE;F;de;False
CRM0000010452;Rasmus;Saderstram;rasmussoderstrom9340@yopmail.com;coffeeworks;04/02/1984;nmsRootRecipient;occasional;2024-07-31;UK;M;en;True
CRM0000010453;Clarice;Charest;claricecharest9341@emailsim.io;coffeeworks;11/04/1964;nmsRootRecipient;occasional;2023-04-15;US;M;en;True
CRM0000010455;Brenda;Ferreira;brendafernandesferreira9343@yopmail.com;coffeeworks;11/12/1940;nmsRootRecipient;active_high;2025-08-04;US;M;en;True
CRM0000010456;Henry;Loyau;henryloyau9344@emailsim.io;coffeeworks;01/10/1965;nmsRootRecipient;lapsed;2023-01-28;UK;M;en;False
CRM0000010457;Doreen;Fleischer;doreenfleischer9345@emailsim.io;coffeeworks;09/10/1951;nmsRootRecipient;occasional;2023-05-14;US;F;en;True
CRM0000010458;Arber;LÈveillÈ;arberleveille9346@emailsim.io;coffeeworks;09/04/1939;nmsRootRecipient;one_time;2025-08-03;DE;F;de;True
CRM0000010459;Brian;Lindstram;brianlindstrom9347@emailsim.io;coffeeworks;08/01/1993;nmsRootRecipient;one_time;2025-02-19;US;M;en;False
CRM0000010460;Ruby;Froude;rubyfroude9348@emailsim.io;coffeeworks;05/08/1938;nmsRootRecipient;active_medium;2024-12-04;US;M;en;True
CRM0000010461;Tabor;Arcouet;taborarcouet9349@emailsim.io;coffeeworks;03/11/1954;nmsRootRecipient;lapsed;2024-02-13;DE;M;de;False
CRM0000010462;Nikola;Garansson;nikolagoransson9350@yopmail.com;coffeeworks;03/01/1975;nmsRootRecipient;one_time;2024-02-03;DE;M;de;False
CRM0000010463;Jessica;Stephen;jessicastephen9351@emailsim.io;coffeeworks;09/01/1938;nmsRootRecipient;occasional;2024-04-10;US;M;en;False
CRM0000010464;Villette;Tessier;villettetessier9352@emailsim.io;coffeeworks;11/05/1937;nmsRootRecipient;active_medium;2023-03-19;FR;M;fr;True
CRM0000010465;Rosie;Hussain;rosiehussain9353@emailsim.io;coffeeworks;03/05/1962;nmsRootRecipient;prospect;2025-10-16;US;F;en;False
CRM0000010466;Lucas;James;lucasjames9354@emailsim.io;coffeeworks;12/10/1969;nmsRootRecipient;lapsed;2023-09-14;FR;F;fr;True
CRM0000010467;Molly;Burrows;mollyburrows9355@emailsim.io;coffeeworks;11/08/1964;nmsRootRecipient;active_medium;2023-08-23;DE;M;de;True
CRM0000010468;Aline;Martins;alinecarvalhomartins9356@emailsim.io;coffeeworks;11/10/1962;nmsRootRecipient;active_medium;2023-10-07;US;F;en;True
CRM0000010469;Sophia;Jansson;sophiajonsson9357@emailsim.io;coffeeworks;01/06/1948;nmsRootRecipient;lapsed;2023-12-01;US;M;en;False
CRM0000010470;Guilherme;Almeida;guilhermecastroalmeida9358@yopmail.com;coffeeworks;07/07/1939;nmsRootRecipient;one_time;2025-08-08;US;F;en;False
CRM0000010471;Isabelle;Dias;isabellearaujodias9359@yopmail.com;coffeeworks;09/11/1959;nmsRootRecipient;lapsed;2024-05-11;US;M;en;True
CRM0000010472;Seth;Malley;sethmalley9360@emailsim.io;coffeeworks;09/11/1968;nmsRootRecipient;occasional;2024-06-15;US;F;en;False
CRM0000010473;Esra;Jonasson;esrajonasson9361@emailsim.io;coffeeworks;04/08/1986;nmsRootRecipient;one_time;2023-05-20;FR;M;fr;True
CRM0000010474;Juergen;Werner;jurgenwerner9362@yopmail.com;coffeeworks;01/03/1945;nmsRootRecipient;occasional;2023-05-24;US;F;en;True
CRM0000010475;Lucas;Silva;lucassouzasilva9363@emailsim.io;coffeeworks;05/05/1965;nmsRootRecipient;active_medium;2024-05-11;UK;M;en;True
CRM0000010476;Lilly;Barry;lillybarry9364@emailsim.io;coffeeworks;01/04/1957;nmsRootRecipient;one_time;2025-06-15;FR;M;fr;False
CRM0000010477;Ágatha;Goncalves;agatharibeirogoncalves9365@emailsim.io;coffeeworks;08/10/1956;nmsRootRecipient;prospect;2025-11-01;UK;F;en;False
CRM0000010478;Igor;Cavalcanti;igorferreiracavalcanti9366@yopmail.com;coffeeworks;02/06/1929;nmsRootRecipient;active_medium;2025-08-22;UK;F;en;True
CRM0000010479;Thomas;Devoe;thomasdevoe9367@emailsim.io;coffeeworks;06/04/1971;nmsRootRecipient;occasional;2025-06-18;US;M;en;True
CRM0000010480;Livia;Azevedo;liviarodriguesazevedo9368@emailsim.io;coffeeworks;02/01/1985;nmsRootRecipient;one_time;2024-07-25;UK;M;en;False
CRM0000010481;Ture;Nystram;turenystrom9369@emailsim.io;coffeeworks;04/05/1986;nmsRootRecipient;occasional;2025-07-09;US;M;en;True
CRM0000010482;Ossian;Abrahamsson;ossianabrahamsson9370@emailsim.io;coffeeworks;08/03/1981;nmsRootRecipient;lapsed;2023-06-15;FR;M;fr;True
CRM0000010483;Julieta;Lima;julietasantoslima9371@emailsim.io;coffeeworks;11/05/1987;nmsRootRecipient;lapsed;2023-06-24;US;M;en;True
CRM0000010484;Keira;Spargo;keiraspargo9372@yopmail.com;coffeeworks;07/04/1942;nmsRootRecipient;active_high;2023-02-06;FR;M;fr;True
CRM0000010485;Breno;Santos;brenodiassantos9373@emailsim.io;coffeeworks;09/10/1936;nmsRootRecipient;prospect;2025-12-31;UK;F;en;False
CRM0000010486;Mary;Martinez;maryfmartinez9374@emailsim.io;coffeeworks;02/05/1980;nmsRootRecipient;lapsed;2023-04-13;UK;F;en;True
CRM0000010487;Alexandra;Wagstaff;alexandrawagstaff9375@yopmail.com;coffeeworks;01/02/1951;nmsRootRecipient;lapsed;2023-07-01;US;F;en;True
CRM0000010488;Brodie;Baile;brodiebaile9376@emailsim.io;coffeeworks;12/06/1977;nmsRootRecipient;one_time;2024-08-25;US;F;en;False
CRM0000010489;Ralph;Waechter;ralphwaechter9377@emailsim.io;coffeeworks;09/04/1953;nmsRootRecipient;lapsed;2023-05-08;DE;F;de;True
CRM0000010490;Megan;Crawford;megancrawford9378@yopmail.com;coffeeworks;03/08/1944;nmsRootRecipient;active_high;2025-03-11;US;F;en;True
CRM0000010491;Margaret;Kerby;margaretwkerby9379@emailsim.io;coffeeworks;04/07/1984;nmsRootRecipient;active_medium;2023-12-11;US;F;en;True
CRM0000010492;Zara;Ball;zaraball9380@yopmail.com;coffeeworks;11/05/1977;nmsRootRecipient;lapsed;2023-03-21;UK;F;en;True
CRM0000010493;Ute;Gottlieb;utegottlieb9381@emailsim.io;coffeeworks;02/02/1969;nmsRootRecipient;active_medium;2023-01-23;FR;F;fr;True
CRM0000010494;Alexandra;Barton;alexandrabarton9382@yopmail.com;coffeeworks;01/02/1952;nmsRootRecipient;active_high;2024-07-13;US;F;en;False
CRM0000010495;Daniel;Neustadt;danielneustadt9383@emailsim.io;coffeeworks;05/04/1936;nmsRootRecipient;lapsed;2023-06-07;FR;M;fr;True
CRM0000010496;Telma;Sandberg;telmasandberg9384@yopmail.com;coffeeworks;01/05/1978;nmsRootRecipient;lapsed;2024-03-27;UK;F;en;True
CRM0000010497;Ashley;Bramston;ashleybramston9385@emailsim.io;coffeeworks;12/01/1959;nmsRootRecipient;active_medium;2025-01-03;US;M;en;True
CRM0000010498;Georgina;Waters;georginawaters9386@emailsim.io;coffeeworks;12/02/1960;nmsRootRecipient;lapsed;2023-07-02;UK;F;en;False
CRM0000010499;Robert;Zweig;robertzweig9387@emailsim.io;coffeeworks;10/03/1933;nmsRootRecipient;one_time;2024-03-19;FR;F;fr;False
CRM0000010500;Isabella;Cuni;isabellacuni9388@emailsim.io;coffeeworks;09/12/1994;nmsRootRecipient;occasional;2025-03-01;DE;F;de;True
CRM0000010501;Beverly;Barber;beverlypbarber9389@emailsim.io;coffeeworks;03/02/1950;nmsRootRecipient;lapsed;2023-02-05;US;F;en;False
CRM0000010502;Caesar;Berggren;caesarberggren9390@emailsim.io;coffeeworks;08/07/1983;nmsRootRecipient;occasional;2025-08-31;FR;F;fr;False
CRM0000010503;Teresa;Snow;teresawsnow9391@emailsim.io;coffeeworks;06/06/1987;nmsRootRecipient;active_medium;2024-03-18;UK;F;en;True
CRM0000010504;Tim;Propst;timpropst9392@yopmail.com;coffeeworks;07/05/1981;nmsRootRecipient;active_medium;2025-06-24;US;F;en;True
CRM0000010505;Martim;Sousa;martimgoncalvessousa9393@emailsim.io;coffeeworks;02/01/1978;nmsRootRecipient;occasional;2025-02-11;UK;M;en;True
CRM0000010506;Skye;Stanley;skyestanley9394@yopmail.com;coffeeworks;02/07/1967;nmsRootRecipient;occasional;2023-04-18;US;F;en;False
CRM0000010507;Emelia;Gustavsson;emeliagustavsson9395@emailsim.io;coffeeworks;08/05/1990;nmsRootRecipient;lapsed;2024-06-19;US;F;en;True
CRM0000010508;Almir;Norberg;almirnorberg9396@emailsim.io;coffeeworks;05/11/1987;nmsRootRecipient;lapsed;2023-04-16;US;M;en;False
CRM0000010509;Antonio;Correia;antoniocunhacorreia9397@emailsim.io;coffeeworks;02/06/1987;nmsRootRecipient;occasional;2024-04-03;US;M;en;True
CRM0000010510;Kristian;Zimmer;kristianzimmer9398@yopmail.com;coffeeworks;09/03/1990;nmsRootRecipient;lapsed;2023-11-12;UK;M;en;True
CRM0000010511;Matteo;Bjark;matteobjork9399@emailsim.io;coffeeworks;06/06/1962;nmsRootRecipient;active_medium;2025-06-28;US;F;en;False
CRM0000010512;Paulo;Souza;paulodiassouza9400@emailsim.io;coffeeworks;10/08/1957;nmsRootRecipient;active_high;2023-04-18;UK;M;en;True
CRM0000010513;Ragnar;Hansson;ragnarhansson9401@emailsim.io;coffeeworks;03/07/1994;nmsRootRecipient;lapsed;2023-01-05;US;M;en;True
CRM0000010514;Courtney;Crawford;courtneycrawford9402@emailsim.io;coffeeworks;08/07/1955;nmsRootRecipient;active_high;2023-04-10;UK;F;en;True
CRM0000010515;Lilly;Boulger;lillyboulger9403@emailsim.io;coffeeworks;12/04/1983;nmsRootRecipient;active_medium;2025-02-11;DE;M;de;True
CRM0000010516;Zainab;Hansson;zainabhansson9404@emailsim.io;coffeeworks;10/07/1966;nmsRootRecipient;one_time;2024-02-18;US;F;en;True
CRM0000010517;Brooke;Brunton;brookebrunton9405@emailsim.io;coffeeworks;12/01/1934;nmsRootRecipient;occasional;2025-10-07;UK;M;en;False
CRM0000010518;Steffen;Ehrlichmann;steffenehrlichmann9406@emailsim.io;coffeeworks;03/05/1984;nmsRootRecipient;lapsed;2023-09-13;UK;F;en;True
CRM0000010519;Michael;Miller;michaeljmiller9407@emailsim.io;coffeeworks;02/01/1937;nmsRootRecipient;active_medium;2025-02-06;UK;F;en;True
CRM0000010520;Marcos;Azevedo;marcoslimaazevedo9408@emailsim.io;coffeeworks;03/08/1937;nmsRootRecipient;active_high;2024-05-03;US;F;en;True
CRM0000010521;Lorraine;Swartz;lorrainelswartz9409@emailsim.io;coffeeworks;08/12/1931;nmsRootRecipient;active_medium;2024-02-14;UK;F;en;True
CRM0000010522;Rebecca;Mills;rebeccamills9410@emailsim.io;coffeeworks;02/02/1994;nmsRootRecipient;occasional;2023-06-02;US;M;en;True
CRM0000010523;Ellie;Hardess;elliehardess9411@emailsim.io;coffeeworks;05/03/1959;nmsRootRecipient;occasional;2023-03-17;US;F;en;True
CRM0000010524;Dominic;Meeks;dominicmeeks9412@yopmail.com;coffeeworks;01/09/1983;nmsRootRecipient;occasional;2024-05-05;UK;M;en;True
CRM0000010525;Marko;Persson;markopersson9413@emailsim.io;coffeeworks;12/12/1966;nmsRootRecipient;lapsed;2023-01-29;US;M;en;True
CRM0000010526;Leo;Woodward;leowoodward9414@emailsim.io;coffeeworks;03/10/1942;nmsRootRecipient;prospect;2025-10-16;UK;M;en;False
CRM0000010527;Karin;Schroder;karinschroder9415@yopmail.com;coffeeworks;04/01/1985;nmsRootRecipient;active_medium;2024-11-21;FR;F;fr;True
CRM0000010528;Michele;Ness;michelejness9416@emailsim.io;coffeeworks;12/05/1993;nmsRootRecipient;occasional;2025-06-18;FR;M;fr;False
CRM0000010529;Love;Berggren;loveberggren9417@emailsim.io;coffeeworks;07/07/1959;nmsRootRecipient;occasional;2023-09-13;US;F;en;True
CRM0000010530;Sara;Nystram;saranystrom9418@emailsim.io;coffeeworks;03/12/1943;nmsRootRecipient;prospect;2026-01-10;DE;F;de;False
CRM0000010531;Annett;Herz;annettherz9419@emailsim.io;coffeeworks;04/08/1986;nmsRootRecipient;prospect;2026-01-08;UK;F;en;False
CRM0000010532;Marwin;Henriksson;marwinhenriksson9420@emailsim.io;coffeeworks;12/10/1931;nmsRootRecipient;active_medium;2023-05-10;US;M;en;True
CRM0000010533;Nicole;Alves;nicolesouzaalves9421@yopmail.com;coffeeworks;08/03/1939;nmsRootRecipient;one_time;2024-03-27;US;F;en;True
CRM0000010534;Celina;Bergstram;celinabergstrom9422@emailsim.io;coffeeworks;11/01/1941;nmsRootRecipient;occasional;2025-11-06;UK;F;en;True
CRM0000010535;Jacob;Murray;jacobmurray9423@emailsim.io;coffeeworks;09/06/1948;nmsRootRecipient;active_high;2023-07-17;DE;M;de;True
CRM0000010536;Gabrielle;Boivin;gabrielleboivin9424@emailsim.io;coffeeworks;02/09/1946;nmsRootRecipient;active_high;2023-12-10;UK;M;en;True
CRM0000010537;Heide;Watson;heidepwatson9425@emailsim.io;coffeeworks;12/11/1945;nmsRootRecipient;occasional;2025-03-11;FR;M;fr;False
CRM0000010538;Karin;Schrader;karinschroder9426@emailsim.io;coffeeworks;08/04/1932;nmsRootRecipient;occasional;2023-08-19;US;F;en;True
CRM0000010539;Taylor;Parker;taylorparker9427@emailsim.io;coffeeworks;05/04/1965;nmsRootRecipient;active_high;2023-04-01;US;F;en;True
CRM0000010540;Katherine;Summers;katherinesummers9428@emailsim.io;coffeeworks;11/10/1992;nmsRootRecipient;one_time;2025-05-01;US;F;en;True
CRM0000010541;Avril;Pinneau;avrilpinneau9429@emailsim.io;coffeeworks;09/10/1949;nmsRootRecipient;active_medium;2023-08-09;FR;M;fr;True
CRM0000010542;Pamela;Scott;pamelaescott9430@emailsim.io;coffeeworks;01/06/1956;nmsRootRecipient;occasional;2025-06-13;US;F;en;True
CRM0000010543;Jennifer;Craig;jenniferjcraig9431@emailsim.io;coffeeworks;10/05/1989;nmsRootRecipient;active_medium;2024-10-31;US;F;en;True
CRM0000010544;Benjamin;Wood;benjaminwood9432@emailsim.io;coffeeworks;07/12/1984;nmsRootRecipient;active_medium;2024-10-22;US;F;en;True
CRM0000010545;Robert;Sharp;robertsharp9433@emailsim.io;coffeeworks;06/12/1934;nmsRootRecipient;occasional;2024-09-26;DE;M;de;True
CRM0000010546;Laetitia;Dupont;laetitiadupont9434@emailsim.io;coffeeworks;03/12/1949;nmsRootRecipient;active_medium;2024-01-24;FR;M;fr;True
CRM0000010547;Thomas;Leonard;thomasleonard9435@emailsim.io;coffeeworks;05/05/1946;nmsRootRecipient;occasional;2024-11-29;US;M;en;True
CRM0000010548;Charline;Sirois;charlinesirois9436@emailsim.io;coffeeworks;10/04/1963;nmsRootRecipient;active_medium;2024-02-29;DE;F;de;True
CRM0000010549;Torsten;Lemann;torstenlemann9437@emailsim.io;coffeeworks;10/06/1955;nmsRootRecipient;occasional;2025-10-12;US;F;en;True
CRM0000010550;Nathalie;Pichette;nathaliepichette9438@emailsim.io;coffeeworks;03/03/1991;nmsRootRecipient;active_medium;2025-03-20;US;M;en;True
CRM0000010551;Samuel;Almeida;samuelsousaalmeida9439@emailsim.io;coffeeworks;01/03/1980;nmsRootRecipient;one_time;2025-05-26;US;M;en;False
CRM0000010552;Isaac;O'Hea;isaacohea9440@emailsim.io;coffeeworks;08/07/1969;nmsRootRecipient;lapsed;2023-05-04;US;F;en;True
CRM0000010553;Fabienne;Turcotte;fabienneturcotte9441@yopmail.com;coffeeworks;01/09/1933;nmsRootRecipient;active_high;2024-04-20;US;M;en;True
CRM0000010554;Phyllis;Clifford;phylliswclifford9442@yopmail.com;coffeeworks;10/03/1931;nmsRootRecipient;occasional;2023-10-05;FR;M;fr;True
CRM0000010555;Creissant;Larocque;creissantlarocque9443@emailsim.io;coffeeworks;07/05/1974;nmsRootRecipient;active_high;2023-08-05;UK;M;en;True
CRM0000010556;Amelie;Barlow;ameliebarlow9444@emailsim.io;coffeeworks;04/11/1995;nmsRootRecipient;occasional;2024-02-29;UK;M;en;True
CRM0000010557;Peverell;Vincent;peverellvincent9445@emailsim.io;coffeeworks;05/01/1976;nmsRootRecipient;active_medium;2024-10-24;FR;M;fr;True
CRM0000010558;Gabrielle;Gomes;gabriellesantosgomes9446@emailsim.io;coffeeworks;05/02/1940;nmsRootRecipient;occasional;2023-08-25;FR;M;fr;True
CRM0000010559;Luca;Perry;lucaperry9447@emailsim.io;coffeeworks;11/06/1948;nmsRootRecipient;occasional;2023-03-16;US;F;en;True
CRM0000010560;Jeanette;Brunault;jeanettebrunault9448@emailsim.io;coffeeworks;09/10/1964;nmsRootRecipient;prospect;2025-12-05;UK;Other;en;False
CRM0000010561;Lotta;Mattsson;lottamattsson9449@emailsim.io;coffeeworks;11/01/1936;nmsRootRecipient;occasional;2024-12-29;UK;M;en;True
CRM0000010562;Madeleine;Lienhop;madeleinelienhop9450@yopmail.com;coffeeworks;09/03/1958;nmsRootRecipient;occasional;2024-01-18;DE;M;de;True
CRM0000010563;Matilde;Souza;matildeazevedosouza9451@yopmail.com;coffeeworks;05/11/1936;nmsRootRecipient;occasional;2023-03-13;US;M;en;True
CRM0000010564;Jamie;Pollard;jamiepollard9452@emailsim.io;coffeeworks;02/05/1929;nmsRootRecipient;prospect;2025-12-03;US;M;en;False
CRM0000010565;Silke;Krueger;silkekruger9453@emailsim.io;coffeeworks;04/02/1967;nmsRootRecipient;lapsed;2023-08-06;FR;F;fr;False
CRM0000010566;James;Piesse;jamespiesse9454@yopmail.com;coffeeworks;10/03/1989;nmsRootRecipient;active_medium;2025-07-28;FR;M;fr;True
CRM0000010567;Francis;Lillie;francisalillie9455@emailsim.io;coffeeworks;07/01/1984;nmsRootRecipient;lapsed;2023-08-14;US;M;en;True
CRM0000010568;Stefanie;Konig;stefaniekonig9456@emailsim.io;coffeeworks;07/06/1983;nmsRootRecipient;occasional;2023-05-07;UK;F;en;True
CRM0000010569;Josefine;Jonsson;josefinejonsson9457@emailsim.io;coffeeworks;05/08/1977;nmsRootRecipient;lapsed;2023-10-13;US;F;en;True
CRM0000010570;Alicia;Berry;aliciaberry9458@emailsim.io;coffeeworks;02/11/1962;nmsRootRecipient;lapsed;2024-01-13;DE;M;de;True
CRM0000010571;Franziska;Fassbinder;franziskafassbinder9459@emailsim.io;coffeeworks;07/04/1943;nmsRootRecipient;active_medium;2023-03-31;US;M;en;False
CRM0000010572;Marsilius;Gauthier;marsiliusgauthier9460@emailsim.io;coffeeworks;01/01/1933;nmsRootRecipient;one_time;2023-05-18;US;F;en;True
CRM0000010573;Marc;Stram;marcstrom9461@emailsim.io;coffeeworks;06/04/1993;nmsRootRecipient;active_medium;2024-03-23;US;M;en;True
CRM0000010574;Summer;Dyett;summerdyett9462@emailsim.io;coffeeworks;02/03/1942;nmsRootRecipient;active_medium;2025-04-21;UK;M;en;True
CRM0000010575;Joyce;Fretwell;joyceefretwell9464@emailsim.io;coffeeworks;06/04/1944;nmsRootRecipient;active_medium;2024-09-09;US;F;en;True
CRM0000010576;Matheus;Cunha;matheuslimacunha9465@yopmail.com;coffeeworks;04/05/1952;nmsRootRecipient;one_time;2025-10-20;FR;M;fr;False
CRM0000010577;Bruno;Brousseau;brunobrousseau9466@emailsim.io;coffeeworks;08/05/1983;nmsRootRecipient;active_medium;2023-07-28;DE;F;de;True
CRM0000010578;Mandy;Schmitz;mandyschmitz9467@emailsim.io;coffeeworks;11/03/1952;nmsRootRecipient;active_high;2023-12-18;US;F;en;True
CRM0000010579;Lejla;Nystram;lejlanystrom9468@emailsim.io;coffeeworks;04/05/1971;nmsRootRecipient;one_time;2024-05-30;UK;M;en;True
CRM0000010580;Gabrielly;Dias;gabriellybarrosdias9469@emailsim.io;coffeeworks;03/06/1937;nmsRootRecipient;active_medium;2023-07-14;US;F;en;True
CRM0000010581;Diogo;Dias;diogocorreiadias9470@emailsim.io;coffeeworks;03/09/1985;nmsRootRecipient;active_high;2024-10-26;US;F;en;True
CRM0000010582;Julia;Santos;juliasilvasantos9471@emailsim.io;coffeeworks;05/09/1963;nmsRootRecipient;active_medium;2025-03-06;US;M;en;True
CRM0000010583;Joseph;Allard;josephallard9472@emailsim.io;coffeeworks;07/02/1962;nmsRootRecipient;occasional;2025-01-23;US;M;en;False
CRM0000010584;Annabelle;Rodriquez;annabelledrodriquez9473@emailsim.io;coffeeworks;11/01/1948;nmsRootRecipient;occasional;2025-10-02;UK;F;en;False
CRM0000010585;Clyde;Epps;clydetepps9474@emailsim.io;coffeeworks;07/07/1973;nmsRootRecipient;active_high;2023-09-30;US;F;en;False
CRM0000010586;Linda;Wilson;lindanwilson9475@yopmail.com;coffeeworks;08/06/1938;nmsRootRecipient;prospect;2025-11-26;DE;M;de;False
CRM0000010587;Katherine;Summers;katherinesummers9476@emailsim.io;coffeeworks;01/11/1982;nmsRootRecipient;one_time;2023-12-26;FR;M;fr;False
